Exch,ExchType,Token,LastRate,LastQty,TotalQty,High,Low,OpenRate,PClose,AvgRate,Time,BidQty,BidRate,OffQty,OffRate,TBidQ,TOffQ,TickDt,ChgPcnt
N,C,3045,736.95,3273,11423622,759.9,735.2,759.8,752.25,743.52,15452,85,736.95,1520,737.3,809054,1763086,/Date(1738903652000)/,-2.03389835
N,C,1333,1759.1,2679,3741014,1767,1746.75,1750,1743.85,1756.75,15451,4,1759.15,802,1759.35,229427,439075,/Date(1738903651000)/,0.8745018
B,C,500112,737.5,50,533282,761.8,735.1,761.8,752.35,742.88,15451,722,737,86,737.3,155117,1038063,/Date(1738903651000)/,-1.97381544
N,C,5900,1015,31,823040,1024.45,1013.7,1019.5,1020.7,1017.87,15451,38,1014.65,1,1015.05,195289,338836,/Date(1738903651000)/,-0.558440268
B,C,500180,1758.45,4,114180,1767.4,1747.5,1750.55,1744.7,1758.03,15451,10,1758.4,113,1759.45,72858,457459,/Date(1738903651000)/,0.7881011
N,C,4963,1263.3,19,1185468,1275,1263,1272,1272.4,1270.13,15452,7,1263.3,8,1263.45,211162,342596,/Date(1738903652000)/,-0.7151839
N,C,1594,1907.45,71,1055125,1923.7,1895.95,1919.3,1915.65,1905.65,15452,374,1906.95,74,1907.45,135587,190610,/Date(1738903652000)/,-0.428053141
N,C,3045,737.15,3860,11427482,759.9,735.2,759.8,752.25,743.52,15452,100,737,265,737.15,811076,1771721,/Date(1738903652000)/,-2.00731134
N,C,1333,1759.15,483,3741497,1767,1746.75,1750,1743.85,1756.75,15452,48,1759.15,521,1759.35,231442,429668,/Date(1738903652000)/,0.877369
N,C,5900,1014.65,6,823046,1024.45,1013.7,1019.5,1020.7,1017.87,15452,42,1014.55,104,1015,194895,338455,/Date(1738903652000)/,-0.592730463
B,C,500112,737.35,12,533294,761.8,735.1,761.8,752.35,742.88,15453,722,737,119,737.35,156941,1034372,/Date(1738903653000)/,-1.99375284
N,C,11483,3338,53,251070,3369.95,3333.25,3367,3352.75,3347.61,15453,2,3337.65,5,3338,97598,107494,/Date(1738903653000)/,-0.439937353
N,C,4963,1263.3,201,1185669,1275,1263,1272,1272.4,1270.13,15453,68,1263.3,18,1263.5,211150,342005,/Date(1738903653000)/,-0.7151839
N,C,11536,4046.3,1,387927,4090,4028.3,4090,4082.75,4046.16,15453,3,4045.7,14,4046.3,75322,81307,/Date(1738903653000)/,-0.8927806
N,C,1594,1906.95,2,1055127,1923.7,1895.95,1919.3,1915.65,1905.65,15453,372,1906.95,2,1907.4,135551,191299,/Date(1738903653000)/,-0.454153955
N,C,3045,736.9,2287,11429769,759.9,735.2,759.8,752.25,743.52,15453,2976,736.8,378,737.05,814102,1772680,/Date(1738903653000)/,-2.040545
N,C,5900,1015,6,823052,1024.45,1013.7,1019.5,1020.7,1017.87,15453,340,1014.5,100,1015,195618,339421,/Date(1738903653000)/,-0.558440268
B,C,500510,3339.4,1,10890,3397.85,3333.3,3397.85,3352.9,3350.14,15454,8,3337.2,16,3339.4,22665,126064,/Date(1738903654000)/,-0.402636558
N,C,11483,3337.95,1,251071,3369.95,3333.25,3367,3352.75,3347.61,15454,2,3337.65,2,3337.95,97541,107551,/Date(1738903654000)/,-0.4414287
B,C,500112,737,33,533327,761.8,735.1,761.8,752.35,742.88,15454,628,737,75,737.1,165119,1039728,/Date(1738903654000)/,-2.040274
B,C,500696,2349.85,1,10964,2382.95,2345.95,2382.95,2373.5,2354.36,15454,2,2349,25,2349.85,28834,178341,/Date(1738903654000)/,-0.9964188
N,C,1594,1906.95,1,1055128,1923.7,1895.95,1919.3,1915.65,1905.65,15454,371,1906.95,2,1907.4,135518,190838,/Date(1738903654000)/,-0.454153955
N,C,3045,736.95,3475,11433244,759.9,735.2,759.8,752.25,743.51,15454,154,736.75,46,736.95,810994,1775451,/Date(1738903654000)/,-2.03389835
N,C,1333,1759.35,100,3741597,1767,1746.75,1750,1743.85,1756.75,15454,60,1759.2,253,1759.35,231027,440182,/Date(1738903654000)/,0.8888379
N,C,5900,1014.35,211,823263,1024.45,1013.7,1019.5,1020.7,1017.87,15455,43,1014.4,45,1014.85,197702,340841,/Date(1738903655000)/,-0.6221221
N,C,2885,1271.8,1249,2212735,1283.7,1267.5,1276.15,1281.55,1272.7,15454,232,1271.8,282,1271.95,342293,557352,/Date(1738903654000)/,-0.760797441
N,C,11483,3337.75,2,251073,3369.95,3333.25,3367,3352.75,3347.61,15455,2,3337.65,2,3337.75,96212,107554,/Date(1738903655000)/,-0.4473939
B,C,500112,737.1,749,534076,761.8,735.1,761.8,752.35,742.87,15455,695,737,172,737.4,156348,1036893,/Date(1738903655000)/,-2.026982
N,C,11536,4045.75,1,387928,4090,4028.3,4090,4082.75,4046.16,15455,8,4045.75,14,4046.3,75370,81285,/Date(1738903655000)/,-0.9062519
N,C,1394,2349.3,69,154149,2381.95,2345.9,2380,2372.7,2354.35,15452,100,2349,38,2349.35,83335,83274,/Date(1738903652000)/,-0.9862183
N,C,3045,737.05,15348,11448592,759.9,735.2,759.8,752.25,743.51,15455,792,737.05,383,737.3,813444,1767306,/Date(1738903655000)/,-2.02060485
N,C,1333,1758.75,4409,3746006,1767,1746.75,1750,1743.85,1756.75,15455,50,1758.3,101,1758.8,226930,445967,/Date(1738903655000)/,0.8544313
N,C,5900,1014.9,75,823338,1024.45,1013.7,1019.5,1020.7,1017.87,15455,30,1014.5,63,1014.9,200078,339314,/Date(1738903655000)/,-0.5682375
B,C,500325,1271.45,17,69498,1284.75,1266.45,1266.45,1281.55,1271.68,15456,228,1271.45,121,1271.95,133625,723311,/Date(1738903656000)/,-0.78810817
N,C,11536,4045.3,14,387942,4090,4028.3,4090,4082.75,4046.16,15456,7,4045.3,14,4046.3,75368,81149,/Date(1738903656000)/,-0.9172739
N,C,3045,737.2,10301,11458893,759.9,735.2,759.8,752.25,743.5,15456,289,737.2,135,737.35,814819,1769720,/Date(1738903656000)/,-2.00066471
N,C,1333,1757.95,1345,3747351,1767,1746.75,1750,1743.85,1756.75,15456,120,1758,79,1758.5,231061,444845,/Date(1738903656000)/,0.808555841
N,C,4963,1263.3,15,1185684,1275,1263,1272,1272.4,1270.13,15457,53,1263.3,18,1263.5,213686,342043,/Date(1738903657000)/,-0.7151839
N,C,5900,1014.9,15,823353,1024.45,1013.7,1019.5,1020.7,1017.87,15456,30,1014.5,476,1014.85,199808,341171,/Date(1738903656000)/,-0.5682375
B,C,532215,1015.2,10,15824,1023,1014,1020.55,1020.55,1017.9,15457,147,1014.3,248,1015.2,62766,466732,/Date(1738903657000)/,-0.524227142
B,C,500180,1758,29,114209,1767.4,1747.5,1750.55,1744.7,1758.03,15456,1,1757.35,9,1758.35,72136,451898,/Date(1738903656000)/,0.7623087
B,C,500112,737.1,256,534332,761.8,735.1,761.8,752.35,742.87,15457,147,737.1,2,737.5,155634,1040250,/Date(1738903657000)/,-2.026982
N,C,11536,4045.75,5,387947,4090,4028.3,4090,4082.75,4046.16,15457,4,4045.3,1,4045.75,75441,81302,/Date(1738903657000)/,-0.9062519
N,C,3045,737,1255,11460148,759.9,735.2,759.8,752.25,743.5,15457,33,737,156,737.1,816252,1773091,/Date(1738903657000)/,-2.02725148
N,C,1333,1758,10,3747361,1767,1746.75,1750,1743.85,1756.75,15457,101,1758.05,45,1758.45,231413,445925,/Date(1738903657000)/,0.811423
N,C,4963,1263.4,89,1185773,1275,1263,1272,1272.4,1270.13,15458,125,1263.3,2,1263.4,213666,341945,/Date(1738903658000)/,-0.707324743
B,C,500112,737,57,534389,761.8,735.1,761.8,752.35,742.87,15457,883,737,117,737.3,154766,1034754,/Date(1738903657000)/,-2.040274
N,C,2885,1271.8,1215,2213950,1283.7,1267.5,1276.15,1281.55,1272.7,15460,288,1271.8,671,1271.95,343528,557562,/Date(1738903660000)/,-0.760797441
B,C,500325,1271.95,23,69521,1284.75,1266.45,1266.45,1281.55,1271.68,15460,109,1271.4,98,1271.95,133453,721280,/Date(1738903660000)/,-0.7490929
N,C,11536,4045.3,11,388003,4090,4028.3,4090,4082.75,4046.16,15464,2,4045.25,1,4045.3,75407,81595,/Date(1738903664000)/,-0.9172739
B,C,532540,4047.45,19,6062,4091.9,4029.55,4060.15,4082.7,4042.46,15427,13,4044.7,8,4047.45,21080,122925,/Date(1738903627000)/,-0.863399267
N,C,1333,1758.95,467,3752847,1767,1746.75,1750,1743.85,1756.75,15464,148,1758.6,74,1758.95,219233,445682,/Date(1738903664000)/,0.865900159
B,C,500180,1758.35,4,114214,1767.4,1747.5,1750.55,1744.7,1758.03,15460,28,1757.35,53,1758.35,72686,454390,/Date(1738903660000)/,0.782369435
N,C,1594,1906.95,9,1055186,1923.7,1895.95,1919.3,1915.65,1905.65,15462,346,1906.95,1,1907.3,135368,191442,/Date(1738903662000)/,-0.454153955
B,C,500209,1906.8,26,24368,1921,1880.2,1880.2,1915.95,1901.29,15443,66,1906.15,48,1907.35,54680,261535,/Date(1738903643000)/,-0.477569878
N,C,1394,2349.3,69,154149,2381.95,2345.9,2380,2372.7,2354.35,15452,100,2349,38,2349.35,83335,83274,/Date(1738903652000)/,-0.9862183
B,C,500696,2349.95,1,10966,2382.95,2345.95,2382.95,2373.5,2354.36,15462,13,2349,54,2349.95,29164,177467,/Date(1738903662000)/,-0.9922056
N,C,4963,1263,201,1189001,1275,1263,1272,1272.4,1270.11,15464,1370,1263,75,1263.2,209369,344529,/Date(1738903664000)/,-0.738761365
B,C,532174,1263.45,2,25014,1273.5,1262.75,1272.6,1272.65,1269.19,15443,37,1262.8,52,1263.45,72435,443255,/Date(1738903643000)/,-0.722901
N,C,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Date(-62135596800000)/,0
B,C,500247,1916.8,7,3951,1923.45,1913.55,1917.25,1915.55,1918.88,15366,3,1916.3,11,1918.15,37727,226677,/Date(1738903566000)/,0.06525541
N,C,5900,1014.5,114,824075,1024.45,1013.7,1019.5,1020.7,1017.87,15464,142,1014.2,370,1014.5,192033,343236,/Date(1738903664000)/,-0.6074263
B,C,532215,1015.2,10,15824,1023,1014,1020.55,1020.55,1017.9,15457,147,1014.3,248,1015.2,62766,466732,/Date(1738903657000)/,-0.524227142
N,C,11483,3338,149,251237,3369.95,3333.25,3367,3352.75,3347.61,15464,52,3338,10,3338.1,97675,107761,/Date(1738903664000)/,-0.439937353
B,C,500510,3339.4,1,10890,3397.85,3333.3,3397.85,3352.9,3350.14,15454,8,3337.2,16,3339.4,22665,126064,/Date(1738903654000)/,-0.402636558
N,C,3045,737.2,4958,11485872,759.9,735.2,759.8,752.25,743.48,15464,20,737.4,247,737.55,824518,1759866,/Date(1738903664000)/,-2.00066471
B,C,500112,737.5,2,535641,761.8,735.1,761.8,752.35,742.85,15464,98,737.5,18,737.75,158467,1051603,/Date(1738903664000)/,-1.97381544
N,C,11483,3338.35,74,251311,3369.95,3333.25,3367,3352.75,3347.6,15465,79,3338.15,9,3338.35,97959,107779,/Date(1738903665000)/,-0.429498166
N,C,11536,4045.25,17,388020,4090,4028.3,4090,4082.75,4046.16,15465,2,4045.25,13,4045.3,75394,79884,/Date(1738903665000)/,-0.9184985
B,C,500112,737.4,106,535747,761.8,735.1,761.8,752.35,742.85,15465,20,737.3,81,737.4,166991,1054318,/Date(1738903665000)/,-1.987107
B,C,500696,2349.95,1,10967,2382.95,2345.95,2382.95,2373.5,2354.35,15465,13,2349,15,2350,27980,177143,/Date(1738903665000)/,-0.9922056
N,C,1594,1907.2,1,1055187,1923.7,1895.95,1919.3,1915.65,1905.65,15464,345,1907.2,102,1907.3,135968,191213,/Date(1738903664000)/,-0.441103518
N,C,1333,1758.65,308,3753155,1767,1746.75,1750,1743.85,1756.75,15465,68,1758.65,28,1759,231872,445427,/Date(1738903665000)/,0.8486968
N,C,3045,737.1,13624,11499496,759.9,735.2,759.8,752.25,743.48,15465,571,737.1,11,737.25,823841,1767061,/Date(1738903665000)/,-2.013958
N,C,4963,1262.55,2005,1191006,1275,1262.55,1272,1272.4,1270.1,15465,754,1262.4,75,1262.8,207366,346133,/Date(1738903665000)/,-0.7741276
N,C,5900,1014.2,60,824135,1024.45,1013.7,1019.5,1020.7,1017.87,15465,90,1014.2,370,1014.5,193907,343127,/Date(1738903665000)/,-0.6368179
B,C,500112,737.3,21,535768,761.8,735.1,761.8,752.35,742.85,15466,86,737.15,80,737.4,169627,1053745,/Date(1738903666000)/,-2.00039864
N,C,11536,4045.3,6,388026,4090,4028.3,4090,4082.75,4046.16,15466,4,4045.25,13,4045.3,76087,81630,/Date(1738903666000)/,-0.9172739
N,C,1594,1907.2,1,1055188,1923.7,1895.95,1919.3,1915.65,1905.65,15466,344,1907.2,132,1907.3,135991,191207,/Date(1738903666000)/,-0.441103518
B,C,500510,3339,1,10891,3397.85,3333.3,3397.85,3352.9,3350.14,15466,10,3337.55,3,3339,23564,126001,/Date(1738903666000)/,-0.414566517
B,C,500112,737.1,100,535868,761.8,735.1,761.8,752.35,742.85,15467,486,737.1,86,737.4,166977,1043501,/Date(1738903667000)/,-2.026982
N,C,3045,737.1,6136,11505632,759.9,735.2,759.8,752.25,743.47,15466,508,737.05,10,737.2,829633,1768323,/Date(1738903666000)/,-2.013958
N,C,1333,1758.6,2384,3755539,1767,1746.75,1750,1743.85,1756.75,15466,44,1758.55,2,1758.65,230241,448312,/Date(1738903666000)/,0.8458296
B,C,500325,1271.95,181,69702,1284.75,1266.45,1266.45,1281.55,1271.68,15466,50,1271.3,97,1271.95,132509,719302,/Date(1738903666000)/,-0.7490929
N,C,11483,3338.15,37,251348,3369.95,3333.25,3367,3352.75,3347.6,15467,45,3338.15,17,3338.35,95943,107752,/Date(1738903667000)/,-0.435463428
N,C,4963,1262.4,1455,1192461,1275,1262.4,1272,1272.4,1270.09,15467,3,1262.4,36,1262.75,210183,346753,/Date(1738903667000)/,-0.7859164
N,C,4963,1262.75,1455,1192461,1275,1262.4,1272,1272.4,1270.09,15467,3,1262.4,36,1262.75,210183,346753,/Date(1738903667000)/,-0.7584093
N,C,1394,2349.35,203,154352,2381.95,2345.9,2380,2372.7,2354.34,15466,1,2349.1,34,2349.45,83454,83122,/Date(1738903666000)/,-0.984110951
N,C,11536,4045.3,2,388028,4090,4028.3,4090,4082.75,4046.16,15467,4,4045.25,11,4045.3,76056,81631,/Date(1738903667000)/,-0.9172739
N,C,3045,737,831,11506463,759.9,735.2,759.8,752.25,743.47,15468,1816,737,565,737.1,835360,1768867,/Date(1738903668000)/,-2.02725148
N,C,1333,1758.55,118,3755657,1767,1746.75,1750,1743.85,1756.75,15468,132,1758.55,435,1758.6,229374,448471,/Date(1738903668000)/,0.8429624
B,C,500510,3337.55,1,10892,3397.85,3333.3,3397.85,3352.9,3350.14,15467,4,3337.65,3,3339,23691,126079,/Date(1738903667000)/,-0.457812667
B,C,500112,737.4,20,535888,761.8,735.1,761.8,752.35,742.85,15468,486,737.1,154,737.4,164898,1045320,/Date(1738903668000)/,-1.987107
N,C,5900,1014.45,1,824136,1024.45,1013.7,1019.5,1020.7,1017.87,15468,90,1014.2,369,1014.45,194112,344920,/Date(1738903668000)/,-0.6123249
B,C,500112,737.4,21,535909,761.8,735.1,761.8,752.35,742.85,15468,486,737.1,47,737.4,164743,1045113,/Date(1738903668000)/,-1.987107
N,C,11483,3338.35,1,251349,3369.95,3333.25,3367,3352.75,3347.6,15468,46,3338.15,16,3338.35,97293,107645,/Date(1738903668000)/,-0.429498166
N,C,4963,1262.75,1,1192462,1275,1262.4,1272,1272.4,1270.09,15467,143,1262.5,35,1262.75,212143,343158,/Date(1738903667000)/,-0.7584093
B,C,500325,1271.95,1,69703,1284.75,1266.45,1266.45,1281.55,1271.68,15469,50,1271.3,115,1271.95,133703,719317,/Date(1738903669000)/,-0.7490929
N,C,11536,4045.3,23,388051,4090,4028.3,4090,4082.75,4046.16,15468,3,4045.25,9,4045.3,76274,81173,/Date(1738903668000)/,-0.9172739
N,C,1594,1907.3,1,1055189,1923.7,1895.95,1919.3,1915.65,1905.65,15468,344,1907.2,307,1907.3,136019,190820,/Date(1738903668000)/,-0.435883373
N,C,3045,737,3090,11509553,759.9,735.2,759.8,752.25,743.47,15469,2093,737,564,737.1,833714,1768823,/Date(1738903669000)/,-2.02725148
N,C,1333,1758.35,2343,3758000,1767,1746.75,1750,1743.85,1756.75,15469,12,1757.9,62,1758.35,223539,446124,/Date(1738903669000)/,0.831493556
N,C,5900,1014.05,377,824513,1024.45,1013.7,1019.5,1020.7,1017.87,15469,864,1014.05,199,1014.2,195099,345178,/Date(1738903669000)/,-0.651513636
B,C,500325,1271.95,11,69714,1284.75,1266.45,1266.45,1281.55,1271.68,15469,40,1271.3,114,1271.95,133862,719462,/Date(1738903669000)/,-0.7490929
N,C,4963,1262.75,11,1192473,1275,1262.4,1272,1272.4,1270.09,15469,102,1262.55,24,1262.75,211290,343392,/Date(1738903669000)/,-0.7584093
B,C,500112,737.4,1,535910,761.8,735.1,761.8,752.35,742.85,15469,50,737.2,46,737.4,167711,1047002,/Date(1738903669000)/,-1.987107
B,C,500696,2349,20,10987,2382.95,2345.95,2382.95,2373.5,2354.35,15469,15,2348.5,34,2350.25,27914,178319,/Date(1738903669000)/,-1.03223085
N,C,11536,4045.3,12,388063,4090,4028.3,4090,4082.75,4046.16,15469,4,4045.15,9,4045.3,76271,81146,/Date(1738903669000)/,-0.9172739
N,C,1594,1907.2,344,1055533,1923.7,1895.95,1919.3,1915.65,1905.65,15469,377,1906.75,6,1907.25,135579,191009,/Date(1738903669000)/,-0.441103518
N,C,3045,737.05,970,11510523,759.9,735.2,759.8,752.25,743.47,15470,2938,737,484,737.1,831515,1767887,/Date(1738903670000)/,-2.02060485
N,C,1333,1758.4,114,3758114,1767,1746.75,1750,1743.85,1756.75,15469,51,1758.2,62,1758.65,226779,446893,/Date(1738903669000)/,0.8343607
N,C,5900,1013.55,2238,826751,1024.45,1013.55,1019.5,1020.7,1017.86,15470,67,1013.55,52,1013.9,184519,340401,/Date(1738903670000)/,-0.700499654
N,C,5900,1013.6,2238,826751,1024.45,1013.55,1019.5,1020.7,1017.86,15470,67,1013.55,52,1013.9,184519,340401,/Date(1738903670000)/,-0.695601046
B,C,532215,1014.25,1,15825,1023,1014,1020.55,1020.55,1017.9,15469,74,1013.5,59,1014.25,59792,468911,/Date(1738903669000)/,-0.61731416
B,C,500112,737.1,636,536546,761.8,735.1,761.8,752.35,742.84,15470,190,737,325,737.3,162866,1052163,/Date(1738903670000)/,-2.026982
N,C,4963,1262.55,12,1192485,1275,1262.4,1272,1272.4,1270.09,15470,306,1262.5,16,1262.55,209985,344260,/Date(1738903670000)/,-0.7741276
B,C,532174,1263,1,25015,1273.5,1262.75,1272.6,1272.65,1269.19,15470,82,1262.05,24,1262.95,69191,442706,/Date(1738903670000)/,-0.7582603
N,C,11536,4045.15,2,388065,4090,4028.3,4090,4082.75,4046.16,15470,5,4045.15,8,4045.3,76282,81205,/Date(1738903670000)/,-0.9209479
N,C,1594,1906.75,3,1055536,1923.7,1895.95,1919.3,1915.65,1905.65,15470,374,1906.75,50,1907,135999,191513,/Date(1738903670000)/,-0.464594275
B,C,500112,737.2,63,536609,761.8,735.1,761.8,752.35,742.84,15471,190,737,36,737.2,162516,1052115,/Date(1738903671000)/,-2.01369047
N,C,3045,736.95,5974,11516497,759.9,735.2,759.8,752.25,743.47,15471,1,736.85,721,736.95,831379,1768544,/Date(1738903671000)/,-2.03389835
N,C,1333,1758.55,10,3758124,1767,1746.75,1750,1743.85,1756.75,15470,2,1758.25,108,1758.55,226384,447387,/Date(1738903670000)/,0.8429624
N,C,5900,1013.95,25,826776,1024.45,1013.55,1019.5,1020.7,1017.86,15471,196,1013.5,104,1013.95,186411,342805,/Date(1738903671000)/,-0.661310852
B,C,532215,1014.25,10,15835,1023,1014,1020.55,1020.55,1017.9,15471,50,1013.5,39,1014.25,59060,468511,/Date(1738903671000)/,-0.61731416
N,C,11483,3338.15,1,251350,3369.95,3333.25,3367,3352.75,3347.6,15471,3,3338.15,5,3338.2,97475,108862,/Date(1738903671000)/,-0.435463428
N,C,4963,1262.5,476,1192961,1275,1262.4,1272,1272.4,1270.09,15471,24,1262.55,31,1262.95,211822,341944,/Date(1738903671000)/,-0.7780572
B,C,500247,1916,13,3964,1923.45,1913.55,1917.25,1915.55,1918.87,15471,7,1915.6,4,1916.8,37411,228798,/Date(1738903671000)/,0.023491947
N,C,11536,4045.1,37,388102,4090,4028.3,4090,4082.75,4046.16,15472,31,4045,5,4045.1,76362,81268,/Date(1738903672000)/,-0.922172546
N,C,3045,737,6902,11523399,759.9,735.2,759.8,752.25,743.46,15472,6523,736.8,12,737,837554,1766440,/Date(1738903672000)/,-2.02725148
N,C,1333,1758.05,90,3758214,1767,1746.75,1750,1743.85,1756.75,15472,70,1758,25,1758.05,227612,447518,/Date(1738903672000)/,0.8142902
B,C,500180,1757.45,45,114259,1767.4,1747.5,1750.55,1744.7,1758.03,15472,9,1757.35,122,1758.5,69330,458928,/Date(1738903672000)/,0.730784655
N,C,5900,1013.75,846,827622,1024.45,1013.5,1019.5,1020.7,1017.85,15472,142,1013.5,154,1013.8,184740,346255,/Date(1738903672000)/,-0.6809053
N,C,5900,1013.5,846,827622,1024.45,1013.5,1019.5,1020.7,1017.85,15472,142,1013.5,154,1013.8,184740,346255,/Date(1738903672000)/,-0.705398262
N,C,11483,3338.2,5,251355,3369.95,3333.25,3367,3352.75,3347.6,15472,4,3338.15,6,3338.2,97033,108758,/Date(1738903672000)/,-0.43397212
N,C,4963,1263.05,2,1192963,1275,1262.4,1272,1272.4,1270.09,15472,167,1262.55,67,1262.95,210528,343006,/Date(1738903672000)/,-0.7348318
B,C,500112,737.35,3,536612,761.8,735.1,761.8,752.35,742.84,15473,201,737,133,737.35,166612,1053820,/Date(1738903673000)/,-1.99375284
N,C,2885,1271.75,1874,2215824,1283.7,1267.5,1276.15,1281.55,1272.7,15472,8,1271.75,312,1271.85,340421,561063,/Date(1738903672000)/,-0.764699
N,C,11536,4045.1,39,388141,4090,4028.3,4090,4082.75,4046.16,15473,1,4044.9,1,4045.1,75978,81826,/Date(1738903673000)/,-0.922172546
N,C,1594,1906.8,78,1055614,1923.7,1895.95,1919.3,1915.65,1905.65,15473,62,1906.8,178,1907,134714,191420,/Date(1738903673000)/,-0.4619842
N,C,1333,1757.9,2388,3760602,1767,1746.75,1750,1743.85,1756.75,15473,164,1757.9,10,1758.05,225290,448138,/Date(1738903673000)/,0.80568856
N,C,3045,737.05,1251,11524650,759.9,735.2,759.8,752.25,743.46,15473,917,737,1217,737.05,841737,1770244,/Date(1738903673000)/,-2.02060485
B,C,500180,1757.15,8,114267,1767.4,1747.5,1750.55,1744.7,1758.03,15473,657,1757.15,94,1758.3,70448,453138,/Date(1738903673000)/,0.7135897
B,C,500325,1271.95,117,69831,1284.75,1266.45,1266.45,1281.55,1271.68,15472,40,1271.3,100,1271.85,134601,726804,/Date(1738903672000)/,-0.7490929
N,C,5900,1013.5,321,827943,1024.45,1013.5,1019.5,1020.7,1017.85,15473,21,1013.5,124,1013.9,185583,342887,/Date(1738903673000)/,-0.705398262
B,C,532174,1263,10,25025,1273.5,1262.75,1272.6,1272.65,1269.19,15473,35,1262.1,64,1262.95,69358,441172,/Date(1738903673000)/,-0.7582603
N,C,1394,2348.35,77,154429,2381.95,2345.9,2380,2372.7,2354.34,15472,20,2348.3,36,2349.3,83116,84227,/Date(1738903672000)/,-1.026257
N,C,11483,3338.15,7,251362,3369.95,3333.25,3367,3352.75,3347.6,15473,4,3338.15,6,3338.2,96132,108772,/Date(1738903673000)/,-0.435463428
N,C,4963,1262.55,7,1192970,1275,1262.4,1272,1272.4,1270.09,15474,184,1262.55,36,1262.95,211170,343049,/Date(1738903674000)/,-0.7741276
B,C,500112,737.15,48,536660,761.8,735.1,761.8,752.35,742.84,15474,318,737,24,737.15,165841,1053849,/Date(1738903674000)/,-2.02033639
N,C,3045,737.05,1086,11525736,759.9,735.2,759.8,752.25,743.46,15474,1046,737,1420,737.05,841828,1768646,/Date(1738903674000)/,-2.02060485
N,C,1333,1758.3,130,3760732,1767,1746.75,1750,1743.85,1756.75,15474,254,1757.9,91,1758.3,225672,444960,/Date(1738903674000)/,0.8286263
N,C,5900,1013.5,1,827944,1024.45,1013.5,1019.5,1020.7,1017.85,15474,175,1013.5,116,1014,190122,340909,/Date(1738903674000)/,-0.705398262
B,C,500180,1757.3,3,114270,1767.4,1747.5,1750.55,1744.7,1758.03,15474,65,1757.3,94,1758.3,71448,454129,/Date(1738903674000)/,0.7221872
N,C,11483,3338.15,19,251381,3369.95,3333.25,3367,3352.75,3347.6,15475,2,3338.1,4,3338.15,97475,107434,/Date(1738903675000)/,-0.435463428
N,C,4963,1262.55,15,1192985,1275,1262.4,1272,1272.4,1270.09,15475,137,1262.55,67,1262.95,210487,343130,/Date(1738903675000)/,-0.7741276
N,C,11536,4046.3,195,388336,4090,4028.3,4090,4082.75,4046.16,15475,5,4045.8,25,4046.85,76306,80420,/Date(1738903675000)/,-0.8927806
N,C,3045,737,2608,11528344,759.9,735.2,759.8,752.25,743.46,15475,6430,736.8,459,737,838678,1771356,/Date(1738903675000)/,-2.02725148
N,C,1333,1757.95,78,3760810,1767,1746.75,1750,1743.85,1756.75,15475,39,1757.95,550,1758.25,227073,447704,/Date(1738903675000)/,0.808555841
B,C,500112,737,50,536710,761.8,735.1,761.8,752.35,742.84,15475,366,737,110,737.15,161622,1053825,/Date(1738903675000)/,-2.040274
N,C,5900,1013.25,1087,829031,1024.45,1013.25,1019.5,1020.7,1017.84,15475,120,1013.25,100,1013.5,190326,346320,/Date(1738903675000)/,-0.729891241
N,C,5900,1013.3,1087,829031,1024.45,1013.25,1019.5,1020.7,1017.84,15475,120,1013.25,100,1013.5,190326,346320,/Date(1738903675000)/,-0.7249927
N,C,11483,3338.1,9,251390,3369.95,3333.25,3367,3352.75,3347.6,15475,1,3338.1,7,3338.15,97618,107411,/Date(1738903675000)/,-0.436954767
N,C,4963,1262.55,20,1193005,1275,1262.4,1272,1272.4,1270.09,15475,117,1262.55,205,1262.85,210822,343781,/Date(1738903675000)/,-0.7741276
N,C,11536,4045.85,23,388359,4090,4028.3,4090,4082.75,4046.16,15476,42,4045.95,7,4046.85,76677,80790,/Date(1738903676000)/,-0.9038026
N,C,1594,1906.8,2,1055616,1923.7,1895.95,1919.3,1915.65,1905.65,15475,150,1906.8,434,1907,134963,191265,/Date(1738903675000)/,-0.4619842
N,C,3045,737,2440,11530784,759.9,735.2,759.8,752.25,743.46,15476,5928,736.8,741,737,840843,1773027,/Date(1738903676000)/,-2.02725148
N,C,1333,1757.95,16,3760826,1767,1746.75,1750,1743.85,1756.75,15476,355,1757.95,548,1758,227139,445974,/Date(1738903676000)/,0.808555841
B,C,500510,3339,1,10893,3397.85,3333.3,3397.85,3352.9,3350.14,15475,7,3337.6,2,3339,22451,125508,/Date(1738903675000)/,-0.414566517
N,C,5900,1013.2,221,829252,1024.45,1013.2,1019.5,1020.7,1017.84,15476,49,1013.2,313,1013.5,187182,346559,/Date(1738903676000)/,-0.734789848
B,C,500112,737.05,11,536721,761.8,735.1,761.8,752.35,742.84,15477,466,737,18,737.15,164184,1053691,/Date(1738903677000)/,-2.033628
N,C,11483,3337,270,251660,3369.95,3333.25,3367,3352.75,3347.59,15477,150,3336.7,34,3337.85,96996,107665,/Date(1738903677000)/,-0.469763637
N,C,4963,1262.85,50,1193055,1275,1262.4,1272,1272.4,1270.09,15476,117,1262.55,112,1262.85,210605,343883,/Date(1738903676000)/,-0.750550151
B,C,500112,737.15,10,536731,761.8,735.1,761.8,752.35,742.84,15477,468,737,8,737.15,164232,1049412,/Date(1738903677000)/,-2.02033639
